#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-40.5,21,38.949053
-49.83,38,38.968059
-56.75,49,38.997199
-44.925,42,39.019109
-43.0,33,39.045599
-44.5,34,39.063631
-39.6,33,39.081334
-40.95,31,39.099749
-42.2,26,39.126194
-37.95,28,39.145809
-58.8,45,39.169168
-36.9,24,39.184253
-58.0,53,39.217399
-51.75,45,39.241772
-44.8,31,39.259968
-51.75,43,39.283789
-25.33,17,39.295245
-55.1,43,39.319911
-46.7,39,39.342897
-51.6,47,39.374026
-43.55,37,39.39415
-37.1,31,39.413527
-27.43,20,39.428511
-33.93,24,39.436498
-44.45,39,39.47114
-34.25,25,39.485135
-31.142,19,39.503577
-40.6,34,39.531139
-47.68,38,39.551171
-56.15,46,39.577687
-61.18,49,39.600395
-38.48,29,39.616994
-25.6405,18,39.630196
-46.6345,38,39.650216
-44.65,31,39.67251
-60.8,52,39.698196
-41.15,33,39.716153
-51.68,41,39.7439
-35.28,26,39.758945
-43.75,28,39.768553
-27.322,17,39.780871
-38.25,26,39.797086
-54.9,47,39.819025
-47.15,37,39.840299
-30.26,19,39.857332
-34.415,29,39.87552
-45.65,40,39.89969
-38.2,34,39.919936
-46.63,37,39.938591
-34.11,24,39.956398
-39.93,32,39.973439
-48.4,42,39.994597
-47.85,39,40.022644
-57.7,48,40.056545
-50.0,32,40.074255
-28.7055,22,40.088259
-39.85,33,40.108299
-31.11,19,40.115086
-49.1,39,40.141316
-41.15,38,40.16335
-42.8,32,40.181242
-43.0,35,40.199121
-39.0,30,40.219378
-39.0,31,40.237535
-37.38,29,40.254816
-32.5135,27,40.272754
-43.65,38,40.296146
-31.51,24,40.311301
-59.35,53,40.341063
-33.83,25,40.357352
-47.2,41,40.379116
-52.55,45,40.41644
-42.78,32,40.436609
-38.65,30,40.461733
-38.73,31,40.482403
-43.55,37,40.506578
-47.35,41,40.531175
-47.08,35,40.555632
-45.55,29,40.574833
-46.8,40,40.602158
-34.33,26,40.626147
-32.8255,22,40.646333
-30.23,20,40.656439
-34.31,22,40.673381
-41.25,36,40.695321
-37.9,32,40.718993
-35.58,27,40.737951
-45.025,41,40.76206
-45.8,37,40.792028
-44.15,36,40.812151
-32.65,27,40.821704
-37.8,31,40.843085
-36.0635,31,40.862006
-43.7,36,40.890351
-38.015,33,40.909528
-49.6,39,40.930636
-35.7,30,40.949233
-28.5695,20,40.959361
-49.25,44,40.999223
-37.4,28,41.017034
-50.8,46,41.041124
-32.0,27,41.059062
-36.03,27,41.083113
-33.65,28,41.100011
-33.23,24,41.109066
-49.8,41,41.137287
-30.1,22,41.146292
-35.25,30,41.16364
-27.71,17,41.176387
-36.6,30,41.209038
-32.58,24,41.222592
-43.1,37,41.252359
-43.75,30,41.275205
-38.5,33,41.294338
-39.95,32,41.311463
-36.065,26,41.322115
-31.25,26,41.338108
-39.25,25,41.352516
-30.5,25,41.369147
-34.15,28,41.390293
-34.0,27,41.406324
-30.6,24,41.414948
-31.28,22,41.430791
-30.6,26,41.446706
-32.55,27,41.463279
-31.45,26,41.473011
-36.75,30,41.491126
-28.93,21,41.504269
-28.03,19,41.517681
-26.8,22,41.526011
-31.9,26,41.542006
-29.55,23,41.559143
-34.2,29,41.579953
-38.1,28,41.597822
-35.6,29,41.617516
-29.2,25,41.62852
-31.4,26,41.647598
-37.4,31,41.670537
-29.6,22,41.737834
-32.5,24,41.752978
-30.6,23,41.761434
-28.85,21,41.775497
-28.3,22,41.789981
-32.45,23,41.79912
-29.25,23,41.816141
-28.5,22,41.833258
-27.5,22,41.841208
-26.45,21,41.857433
-33.05,24,41.874081
-28.3,22,41.882905
-28.95,22,41.903336
-31.45,26,41.923625
-30.1,24,41.939584
-29.65,24,41.948575
-30.65,22,41.963729
-28.6,23,41.978896
-26.95,21,41.993988
-31.85,24,42.003129
-29.65,25,42.018163
-28.15,22,42.032609
-27.3,21,42.040614
-28.55,20,42.053705
-29.4,24,42.068557
-26.5,21,42.07655
-30.15,24,42.095264
-35.0,25,42.114876
-28.6,22,42.132372
-28.55,22,42.140394
-28.95,22,42.15598
-32.45,25,42.171412
-35.4,29,42.189121
-26.95,21,42.198264
-28.85,21,42.211521
-29.55,20,42.225997
-27.1,21,42.23401
-31.8,24,42.249843
-27.65,22,42.266438
-25.45,20,42.274489
-29.45,21,42.2885
-27.45,20,42.307131
-28.4,20,42.31523
-26.85,22,42.329474
-27.6,21,42.343549
-30.15,23,42.3533
-32.3,24,42.37249
-28.35,22,42.387285
-26.45,21,42.395329
-31.2,24,42.416196
-26.35,20,42.432153
-29.45,22,42.445544
-26.95,20,42.45284
-25.2,20,42.475945
-28.0,23,42.4868
-27.1,21,42.504548
-27.2,22,42.520095
-27.45,22,42.5371
-25.7,20,42.546095
-27.1,20,42.57372
-31.1,23,42.589396
-25.05,20,42.615414
-25.45,20,42.635207
-27.55,21,42.643215
-26.85,21,42.663596
-26.4,20,42.683211
-25.8,21,42.69272
-29.8,23,42.707849
-27.2,20,42.721426
-29.3,23,42.731106
-28.85,23,42.746994
-25.25,20,42.760011
-28.6,22,42.76859
-27.25,22,42.782596
-27.65,22,42.796574
-28.0,21,42.805607
-27.25,21,42.822186
-28.35,22,42.840184
-27.4,22,42.852261
-28.8,22,42.867926
-28.3,22,42.883207
-29.7,21,42.897786
-25.95,20,42.905834
-26.35,20,42.921554
-27.85,20,42.929593
-27.15,21,42.944844
-25.45,20,42.959871
-29.45,22,42.968494
-26.25,21,42.984081
-27.8,21,42.998716
-29.3,24,43.009417
-27.55,21,43.025465
-30.0,23,43.144189
-24.58,16,43.150164
-27.8,21,43.18279
-27.8,21,43.205533
-24.45,20,43.213584
-25.65,20,43.228266
-30.5,24,43.244828
-26.05,21,43.253386
-28.85,23,43.274088
-28.0,21,43.288644
-26.55,20,43.297224
-27.7,21,43.312683
-27.25,20,43.326589
-27.2,20,43.334867
-30.25,23,43.350545
-26.05,21,43.367846
-27.75,21,43.377824
-26.0,21,43.392824
-26.25,20,43.400943
-28.85,23,43.416201
-26.35,20,43.432855
-25.6,21,43.440956
-29.4,22,43.454954
-25.9,20,43.470127
-29.1,21,43.482038
-28.05,23,43.5031
-24.8,20,43.519093
-29.35,23,43.535058
-25.4,20,43.543076
-27.25,22,43.560956
-28.2,21,43.568052
-28.05,22,43.585921
-25.7,20,43.604187
-22.85,21,43.612188
-28.85,21,43.628288
-29.85,25,43.647157
-30.0,21,43.662769
-26.0,20,43.669591
-27.05,20,43.688717
-30.65,25,43.704195
-26.05,21,43.711197
-26.2,22,43.725657
-26.3,20,43.741235
-24.6,20,43.749153
-24.8,20,43.764283
-25.9,20,43.772107
-25.7,20,43.785101
-29.6,22,43.800266
-28.15,22,43.809217
-27.7,22,43.822694
-24.85,20,43.837748
-27.35,21,43.845756
-28.5,20,43.858878
-25.25,20,43.872727
-27.15,21,43.880743
-26.85,20,43.89373
-27.5,20,43.9114
-27.1,21,43.919107
-26.15,20,43.933795
-25.0,20,43.941712
-30.25,20,43.955213
-31.0,23,43.969893
-26.3,20,43.976905
-25.0,20,43.990346
-27.35,21,44.00338
-26.6,20,44.01131
-23.63,16,44.023771
-25.85,20,44.032276
-26.05,20,44.046192
-26.85,21,44.059322
-26.35,20,44.06699
-25.9,20,44.080621
-30.05,23,44.094486
-25.45,20,44.101518
-27.0,20,44.113101
-25.0,20,44.131169
-26.5,20,44.140343
-30.8,24,44.155917
-26.5,20,44.170655
-26.4,20,44.178418
-28.35,22,44.194083
-28.3,20,44.208411
-27.2,20,44.216166
-25.25,20,44.234812
-26.2,20,44.241598
-26.1,20,44.256219
-26.75,20,44.269081
-27.0,20,44.276999
-26.6,22,44.291199
-25.6,21,44.304764
-27.35,21,44.312368
-26.85,20,44.326504
-31.25,24,44.342353
-25.85,20,44.350476
-25.05,20,44.366009
-29.1,21,44.380752
-26.45,21,44.389425
-24.33,16,44.467866
-29.6,22,44.476541
-27.4,20,44.492503
-28.85,21,44.511034
-29.4,22,44.521612
-27.1,21,44.538513
-25.0,20,44.557302
-30.2,21,44.567048
-25.25,20,44.582759
-28.45,23,44.597166
-26.75,20,44.604914
-26.4,20,44.621903
-27.7,22,44.637281
-26.65,21,44.645155
-25.3,20,44.659158
-25.8,21,44.672834
-26.6,20,44.680912
-27.15,21,44.697097
-27.9,20,44.70456
-29.45,20,44.718165
-27.2,20,44.731022
-25.8,21,44.739125
-25.65,20,44.754153
-27.4,20,44.768667
-24.6,20,44.776436
-25.3,20,44.792219
-25.8,21,44.799785
-28.55,22,44.814347
-25.7,20,44.829858
-27.1,22,44.838547
-24.4,20,44.851479
-29.4,22,44.865183
-27.0,22,44.87302
-29.85,23,44.887922
-24.8,20,44.901284
-28.85,21,44.90904
-27.7,22,44.923587
-29.05,21,44.937296
-26.4,20,44.945076
-27.85,20,44.958716
-27.0,20,44.971318
-25.6,20,44.978485
-27.05,22,44.991419
-29.6,20,45.006642
-26.0,21,45.014427
-27.45,22,45.028354
-28.3,22,45.04479
-26.75,20,45.05257
-26.15,20,45.064867
-25.25,20,45.078975
-25.9,20,45.086965
-25.5,20,45.101623
-26.5,20,45.109279
-26.9,21,45.122561
-27.0,20,45.136369
-25.85,20,45.143823
-28.05,20,45.161237
-23.73,16,45.167198
-26.3,20,45.180867
-25.25,20,45.193637
-25.9,20,45.20159
-26.0,21,45.215004
-26.95,20,45.227223
-26.45,21,45.23585
-25.65,20,45.25021
-25.2,20,45.263718
-25.0,20,45.271225
-26.8,20,45.284687
-29.9,21,45.292711
-26.15,20,45.306008
-27.43,16,45.319497
-27.05,20,45.326684
-25.25,20,45.340321
-26.4,21,45.347842
-25.9,20,45.363084
-27.55,20,45.37566
-25.05,20,45.383939
-26.25,21,45.396762
-30.35,22,45.411513
-26.65,21,45.41898
-25.4,21,45.433406
-28.15,22,45.450909
-25.2,20,45.457676
-27.05,22,45.4726
-26.4,21,45.486988
-27.7,22,45.494275
-26.9,21,45.508217
-27.25,20,45.52123
-25.2,20,45.529342
-27.9,22,45.545678
-26.25,21,45.560405
-27.8,23,45.569577
-26.5,21,45.58314
-26.45,21,45.598009
-25.75,20,45.605861
-27.55,21,45.620118
-25.8,21,45.632442
-25.85,21,45.641829
-24.85,20,45.657345
-27.6,21,45.666593
-25.65,20,45.681931
-25.0,20,45.697237
-26.05,20,45.705045
-28.25,21,45.721055
-25.65,20,45.751834
-25.85,21,45.863571
-25.65,20,45.883945
-25.65,20,45.906918
-26.55,20,45.914534
-27.0,22,45.928721
-27.0,22,45.943614
-26.65,20,45.952157
-26.6,20,45.968589
-28.1,22,45.978566
-27.65,20,45.9947
-25.7,20,46.011925
-27.0,20,46.018507
-27.85,23,46.037776
-25.4,20,46.050997
-25.0,20,46.058612
-27.0,20,46.07137
-25.6,21,46.086928
-25.05,20,46.094514
-25.65,20,46.10808
-27.1,21,46.120795
-24.2,21,46.12838
-25.25,20,46.144542
-27.15,20,46.152767
-24.8,20,46.170803
-27.3,21,46.186634
-25.8,21,46.195312
-24.8,20,46.210805
-26.6,20,46.224764
-26.0,21,46.233592
-25.5,20,46.250286
-25.65,20,46.264016
-25.2,20,46.27139
-26.2,21,46.285135
-26.85,21,46.292779
-26.3,20,46.310785
-24.425,21,46.329157
-26.1,20,46.337882
-26.85,21,46.355499
-28.85,23,46.377397
-27.05,21,46.384525
-26.95,21,46.402725
-26.5,21,46.422352
-26.35,20,46.429974
-27.35,21,46.445264
-26.65,21,46.462733
-26.45,21,46.470482
-27.45,22,46.490006
-26.5,20,46.512586
-24.8,20,46.519612
-25.9,20,46.542395
-25.75,20,46.549518
-28.15,22,46.578457
-29.3,23,46.596666
-25.05,20,46.616292
-25.0,20,46.623855
-25.25,20,46.63781
-24.6,20,46.646448
-28.0,23,46.66649
-28.75,22,46.68713
-24.8,20,46.69543
-26.2,21,46.7146
-27.9,21,46.730831
-26.4,21,46.73905
-25.05,20,46.754928
-25.9,20,46.775394
-26.05,20,46.78319
-26.25,20,46.798668
-25.05,20,46.817774
-26.9,20,46.825864
-26.9,20,46.845049
-26.7,21,46.853635
-25.05,20,46.870745
-25.45,20,46.886036
-26.8,22,46.894651
-27.4,20,46.910243
-26.8,21,46.931283
-26.1,20,46.938024
-25.45,20,46.953156
-28.5,22,46.971267
-26.3,20,46.979077
-27.05,20,46.993804
-26.05,20,47.001546
-25.9,20,47.01857
-25.7,20,47.038291
-26.4,22,47.046016
-24.93,17,47.065011
-25.4,20,47.08144
-26.35,20,47.089904
-27.2,20,47.106037
-25.6,21,47.113683
-24.8,20,47.194163
-25.95,20,47.210332
-24.8,20,47.2167
-25.65,20,47.235089
-27.2,22,47.253784
-25.4,20,47.261919
-26.5,20,47.276576
-25.0,20,47.292759
-25.2,20,47.299886
-25.25,20,47.313024
-25.9,20,47.322147
-25.25,20,47.342288
-27.5,20,47.358848
-25.85,20,47.366506
-27.7,21,47.381069
-25.6,20,47.396212
-27.65,20,47.403741
-24.4,20,47.417714
-26.8,20,47.425373
-27.05,21,47.441076
-26.15,20,47.454872
-25.4,20,47.462552
-25.3,20,47.475697
-25.65,20,47.489835
-28.15,21,47.497837
-24.8,20,47.510994
-26.3,20,47.519012
-25.85,20,47.534069
-28.65,21,47.547275
-27.1,21,47.555781
-28.05,20,47.57253
-27.25,22,47.58638
-24.8,20,47.593823
-24.6,20,47.607016
-32.45,23,47.621225
-25.9,20,47.628788
-25.4,20,47.642363
-25.45,20,47.654943
-25.8,21,47.664909
-25.05,20,47.677751
-27.05,20,47.685407
-26.95,20,47.69976
-24.8,20,47.713218
-25.65,21,47.722
-26.15,20,47.735575
-26.4,21,47.750161
-26.55,20,47.75771
-25.2,20,47.773338
-26.35,20,47.787441
-25.0,20,47.794986
-25.25,20,47.809114
-25.6,21,47.815728
-26.05,20,47.830411
-25.9,20,47.844502
-25.85,20,47.851547
-26.4,20,47.865272
-28.6,21,47.880307
-25.05,20,47.886993
-27.05,22,47.901049
-28.85,21,47.915138
-25.85,21,47.923008
-27.1,22,47.936714
-26.6,20,47.949028
-25.25,20,47.957827
-27.7,21,47.97216
-26.6,21,47.979454
-25.85,20,47.993664
-26.75,20,48.010354
-26.25,21,48.018703
-28.15,22,48.032523
-25.4,20,48.047938
-28.35,22,48.056372
-27.75,21,48.071658
-26.3,20,48.086048
-26.4,21,48.093932
-27.15,21,48.108148
-25.4,20,48.122451
-25.65,21,48.130554
-25.0,20,48.144819
-29.4,22,48.159081
-25.0,20,48.165219
-25.8,21,48.182948
-24.6,20,48.190422
-24.85,20,48.206454
-25.6,20,48.224273
-26.25,20,48.23137
-26.1,20,48.244835
-25.9,20,48.258707
-27.95,21,48.267084
-26.9,20,48.28016
-25.25,20,48.292231
-27.1,21,48.30042
-25.3,20,48.313908
-25.2,20,48.321525
-26.3,20,48.335676
-26.1,20,48.35053
-24.8,20,48.35719
-24.2,20,48.374651
-25.85,21,48.390045
-25.2,20,48.397233
-26.05,20,48.412502
-26.1,20,48.420197
-25.25,20,48.434225
-28.0,24,48.449425
-28.9,21,48.458293
-25.9,20,48.476189
-25.45,20,48.554975
-27.0,20,48.563308
-25.45,20,48.583255
-28.7,20,48.596997
-25.25,20,48.605277
-26.55,20,48.625747
-27.45,20,48.634158
-27.35,21,48.65557
-29.0,20,48.67008
-25.8,21,48.678522
-26.55,20,48.693367
-24.4,20,48.706594
-25.45,20,48.713835
-25.95,20,48.728124
-27.0,20,48.744957
-25.85,20,48.752614
-25.7,20,48.766346
-25.6,21,48.775948
-26.25,20,48.792197
-25.65,20,48.81238
-27.95,21,48.825191
-25.7,20,48.849185
-29.05,21,48.873597
-25.7,20,48.88274
-24.8,20,48.901086
-25.6,21,48.919037
-25.65,20,48.938496
-26.0,21,48.975818
-26.9,21,48.991448
-27.0,20,49.023754
-25.75,20,49.045097
-27.1,21,49.065779
-26.1,20,49.083951
-25.45,20,49.102396
-26.4,21,49.116076
-24.8,20,49.132704
-26.7,21,49.144883
-26.0,21,49.154164
-25.2,20,49.174627
-24.8,20,49.183926
-24.4,20,49.199724
-25.45,20,49.212697
-25.0,20,49.221288
-26.95,20,49.240192
-25.0,20,49.254401
-26.6,20,49.262636
-25.8,21,49.276443
-27.45,22,49.295826
-24.6,20,49.303
-28.25,22,49.321062
-25.4,20,49.339002
-27.5,22,49.347957
-24.6,20,49.36547
-27.55,21,49.373041
-25.85,20,49.389347
-28.7,20,49.41068
-26.1,20,49.417682
-27.6,20,49.436027
-26.45,21,49.453593
-25.05,20,49.462077
-25.4,20,49.48094
-25.85,20,49.495643
-26.3,20,49.504284
-25.45,20,49.521442
-26.3,20,49.528979
-25.7,20,49.549377
-26.45,21,49.569598
-25.2,20,49.577708
-24.8,20,49.593692
-25.25,20,49.612285
-24.6,20,49.620381
-26.15,20,49.639173
-25.2,20,49.646209
-26.65,21,49.661727
-26.2,21,49.681854
-28.05,20,49.689914
-25.4,21,49.706088
-25.4,20,49.723887
-25.0,20,49.73111
-24.4,20,49.74634
-26.15,20,49.764666
-25.25,20,49.772247
-26.2,21,49.787845
-25.85,20,49.796581
-25.4,20,49.812011
-25.25,20,49.830371
-25.4,20,49.837923
-26.2,21,49.856444
-24.8,20,49.944276
-25.0,20,49.951557
-25.2,21,49.968287
-27.35,21,49.988062
-26.4,21,49.99659
-24.8,20,50.012854
-26.1,20,50.020534
-25.0,20,50.036761
-27.95,21,50.054508
-27.25,22,50.063057
-26.55,20,50.079603
-25.85,20,50.097459
-27.15,20,50.105294
-24.2,20,50.120983
-26.3,21,50.137799
-25.0,20,50.144973
-38.6,18,50.864128
-49.45,42,50.879906
-32.465,30,50.889757
-50.55,42,51.248412
-47.9,42,51.290982
-45.93,34,51.30242
-51.15,43,51.316256
-37.515,31,51.337183
-47.5,35,51.348383
-53.05,42,51.362952
-43.75,37,51.383095
-44.35,38,51.39741
-46.93,39,51.41012
-41.25,34,51.422623
-67.13,57,51.45134
-55.2,49,51.468509
-47.4,33,51.494362
-44.4,39,51.508193
-46.7,38,51.522749
-37.75,26,51.531971
-49.2,35,51.554496
-46.15,35,51.56708
-53.75,46,51.582855
-37.98,28,51.592695
-27.51,17,51.611743
-49.2,44,51.62806
-49.1,40,51.641995
-44.7,34,51.664629
-34.18,24,51.672349
-51.4,40,51.686141
-50.6,41,51.700478
-44.9,37,51.721381
-26.26,19,51.728937
-50.2,45,51.743577
-52.4,44,51.76163
-36.05,31,51.785292
-59.05,50,51.807437
-46.4,38,51.823486
-44.4,36,51.845761
-48.05,41,51.861255
-40.203,32,51.873828
-41.9,34,51.902514
-37.65,21,51.910077
-26.428,13,51.916078
-35.93,26,51.924637
-58.4,52,51.942759
-41.28,32,51.972626
-37.95,31,51.983187
-34.059,26,51.991752
-35.575,29,52.00232
-30.474,24,52.026
-48.25,41,52.041573
-58.9,48,52.058453
-47.45,37,52.073018
-39.25,32,52.096595
-41.2,34,52.109598
-44.85,33,52.123593
-34.115,30,52.148054
-47.95,37,52.165334
-45.6,35,52.180764
-50.0,41,52.197993
-44.7,35,52.222171
-40.1,34,52.238286
-33.7,28,52.247839
-37.65,34,52.261404
-45.35,36,52.280706
-45.65,36,52.293271
-36.862,20,52.311131
-47.35,41,52.329204
-42.08,30,52.363752
-45.3,37,52.378478
-42.45,30,52.389606
-40.33,32,52.400625
-34.7,29,52.421356
-55.9,45,52.437053
-39.3,31,52.448707
-47.3,34,52.482064
-38.35,32,52.493709
-42.55,34,52.504827
-51.55,41,52.520914
-52.1,39,52.545489
-30.6345,24,52.55352
-47.15,37,52.567096
-34.85,26,52.692492
-46.8,38,52.715976
-39.6,29,52.725735
-36.85,30,52.735447
-35.85,26,52.746056
-41.45,32,52.774542
-34.45,20,52.782111
-42.45,37,52.799095
-38.65,29,52.810577
-47.85,41,52.841533
-45.4,37,52.854524
-28.83,21,52.861978
-49.35,39,52.878279
-42.9,35,52.905637
-31.63,23,52.914904
-53.05,41,52.928654
-38.83,29,52.940848
-49.3,40,52.967431
-50.7,45,52.983616
-44.4,33,52.995387
-56.8,50,53.024652
-35.05,30,53.035839
-43.71,33,53.048439
-43.6,34,53.061466
-39.7,30,53.083669
-55.0,44,53.10167
-49.8,41,53.116637
-40.8,32,53.1379
-38.25,31,53.149644
-41.8,35,53.161375
-46.7,31,53.1721
-55.65,41,53.193113
-40.25,35,53.20773
-53.2,44,53.222224
-36.65,30,53.232958
-37.5,31,53.253386
-34.9,27,53.26294
-40.15,34,53.2761
-50.5,41,53.301991
-46.65,42,53.321685
-40.4,32,53.331393
-55.5,46,53.347034
-38.45,33,53.370567
-38.33,28,53.379418
-37.05,25,53.388091
-41.63,31,53.398699
-59.05,52,53.426464
-34.53,25,53.436573
-41.95,36,53.451707
-27.727,19,53.459519
-41.05,33,53.480304
-43.4,35,53.493174
-40.5,33,53.505313
-54.8,45,53.536435
-34.65,25,53.548435
-37.0,31,53.559474
-28.7075,26,53.569062
-36.6,30,53.581058
-37.98,25,53.59851
-42.4,33,53.609691
-38.4,28,53.620253
-44.8,31,53.632339
-37.95,30,53.651255
-29.28,21,53.661333
-44.65,30,53.672336
-45.25,38,53.686337
-47.25,39,53.714333
-38.55,30,53.725332
-39.1,32,53.737383
-31.08,21,53.746344
-33.95,27,53.755337
-42.1,35,53.777333
-36.9,31,53.788312
-37.1,29,53.798058
-45.45,40,53.811818
-36.98,29,53.829815
-30.13,21,53.838819
-38.45,31,53.848815
-51.4,45,53.867739
-35.35,28,53.886744
-48.3,35,53.899741
-43.33,33,53.910867
-42.95,35,53.922866
-51.15,45,54.040277
-35.75,30,54.051491
-38.75,32,54.06351
-44.05,37,54.086005
-42.15,34,54.098005
-33.05,28,54.108006
-42.95,35,54.120005
-33.25,26,54.144006
-37.265,29,54.156005
-51.0,42,54.173001
-36.28,26,54.182001
-44.515,37,54.208022
-39.9,32,54.219539
-34.85,27,54.231071
-41.3,31,54.242497
-40.03,31,54.263116
-37.8,25,54.272641
-36.2,28,54.282896
-41.3,29,54.294424
-36.3,28,54.303963
-33.0,28,54.331283
-32.25,27,54.341799
-36.03,27,54.350959
-54.35,46,54.366988
-38.0,30,54.389575
-31.2,23,54.399155
-27.805,21,54.407654
-34.95,29,54.418207
-36.45,31,54.428725
-36.25,31,54.450822
-32.73,29,54.460896
-29.925,27,54.470917
-40.65,33,54.483431
-31.49,28,54.505752
-53.05,45,54.520787
-46.4,40,54.534478
-35.73,26,54.546005
-34.55,28,54.566032
-42.2,33,54.578032
-33.1,26,54.588032
-48.25,41,54.603031
-40.65,35,54.626031
-31.03,22,54.634031
-31.68,29,54.644584
-37.4,33,54.656099
-37.45,32,54.677778
-33.91,22,54.685763
-34.4,25,54.693822
-39.35,33,54.704811
-38.18,33,54.730756
-47.25,40,54.744667
-24.43,23,54.75379
-41.25,36,54.765799
-52.15,46,54.791742
-39.35,33,54.803795
-31.26,21,54.810794
-35.85,30,54.820795
-56.35,43,54.842758
-42.25,35,54.857157
-40.9,35,54.869288
-44.8,36,54.891169
-38.95,33,54.904283
-38.8,32,54.916291
-42.93,35,54.928164
-36.8,32,54.949174
-36.38,28,54.959339
-42.68,32,54.972474
-35.95,30,54.982472
-42.95,36,55.004882
-37.58,29,55.01489
-43.6,39,55.027882
-52.05,45,55.041879
-60.75,53,55.071562
-39.8,31,55.082557
-27.43,19,55.089559
-47.05,41,55.114752
-36.85,32,55.126751
-45.8,37,55.138759
-35.25,30,55.15076
-35.365,32,55.177281
-35.28,26,55.200371
-37.05,30,55.215374
-37.85,33,55.231287
-43.05,36,55.256461
-41.1,35,55.27464
-34.8965,24,55.284645
-45.35,38,55.299749
-41.05,34,55.407338
-36.1,30,55.418325
-40.65,31,55.42932
-32.875,27,55.440327
-36.8,32,55.452357
-35.33,24,55.469832
-49.3,40,55.482857
-40.4,31,55.492915
-25.5345,20,55.501559
-42.75,34,55.520908
-43.9,38,55.533959
-47.0,38,55.545837
-42.515,32,55.561836
-49.35,43,55.586552
-44.1,34,55.59857
-47.9,40,55.615123
-40.05,35,55.636162
-46.15,39,55.650183
-43.75,35,55.664008
-36.9,29,55.674816
-36.05,31,55.696642
-43.8,39,55.709361
-44.2,37,55.721827
-35.55,29,55.741298
-62.05,55,55.759105
-30.08,25,55.768581
-42.4,37,55.781327
-34.85,27,55.800965
-48.45,41,55.814734
-42.4,38,55.828489
-41.95,33,55.847741
-27.63,19,55.854574
-42.9,35,55.86844
-40.8,34,55.88083
-34.6,30,55.891561
-38.9,33,55.915033
-41.25,36,55.934844
-37.45,32,55.951874
-37.9,31,55.978199
-26.1905,19,55.98878
-40.2,30,56.004087
-34.6,28,56.01729
-36.85,30,56.029779
-40.88,31,56.056451
-56.55,46,56.0741
-51.7,39,56.089757
-40.7,35,56.120645
-35.63,24,56.130215
-46.9,41,56.144775
-38.7,31,56.158957
-37.85,29,56.170771
-34.3,28,56.189725
-43.475,37,56.203786
-35.45,30,56.213779
-34.7,27,56.223706
-38.28,29,56.245817
-37.78,29,56.258456
-32.98,22,56.267495
-42.15,36,56.283496
-35.95,28,56.306535
-42.1,34,56.322133
-38.85,34,56.335938
-42.95,35,56.349973
-38.95,31,56.374335
-28.91,18,56.381243
-22.06,13,56.386243
-38.4,29,56.396239
-36.13,28,56.406282
-50.85,43,56.434793
-40.55,30,56.44885
-31.8,25,56.461289
-40.35,27,56.473977
-33.1,20,56.480976
-27.46,17,56.502607
-33.93,24,56.513607
-32.45,27,56.524184
-38.83,30,56.540099
-38.05,30,56.551145
-32.83,25,56.569743
-44.6,35,56.583224
-35.5,29,56.595954
-32.56,23,56.604991
-43.15,37,56.634323
-35.2,30,56.645555
-37.5,32,56.657609
-36.6,30,56.669542
-36.53,28,56.689504
-28.325,24,56.699502
-39.65,34,56.716666
-35.15,27,56.732735
-32.25,27,56.746729
-36.6,25,56.764525
-32.915,27,56.775044
-41.45,36,56.791046
-27.03,22,56.802094
-39.65,30,56.825894
-39.55,26,56.839502
-36.15,28,56.853775
-36.35,30,56.864871
-30.98,23,56.874518
-37.15,29,56.896609
-32.3,26,56.90793
-34.95,27,56.918512
-31.03,22,56.931338
-34.325,28,56.942338
-26.66,16,56.957385
-27.43,23,56.969494
-34.85,27,56.981479
-38.5,30,56.995494
-35.65,30,57.010534
-35.1,27,57.031628
-29.26,20,57.041749
-39.2,32,57.055773
-34.5,25,57.064776
-30.48,20,57.073223
-27.83,19,57.081195
-28.13,20,57.096181
-35.95,30,57.108219
-27.66,17,57.114755
-36.95,26,57.123809
-34.515,27,57.133806
-28.26,19,57.151401
-35.8,27,57.161391
-31.65,26,57.173739
-35.6,29,57.183728
-31.85,30,57.193719
-36.65,29,57.215779
-33.45,28,57.226772
-35.7,29,57.242805
-39.3,33,57.259202
-28.8,24,57.278871
-28.825,22,57.286664
-31.85,23,57.295656
-41.5,36,57.30869
-30.7,25,57.317929
-39.15,30,57.345861
-34.35,26,57.357898
-34.3,24,57.368712
-34.53,26,57.377715
-38.525,30,57.388709
-29.5,22,57.416076
-42.3,32,57.427214
-30.48,20,57.434246
-33.865,29,57.445213
-30.7,22,57.45984
-24.3345,20,57.479034
-31.1,24,57.489031
-43.3,36,57.503073
-26.715,20,57.511057
-31.7,24,57.519899
-33.75,27,57.539898
-27.43,18,57.546905
-33.2,26,57.555937
-21.66,13,57.560934
-30.75,24,57.569494
-32.75,24,57.577483
-37.4,27,57.597065
-35.7,28,57.607111
-39.55,28,57.616055
-37.83,28,57.626103
-34.13,28,57.643116
-36.1,30,57.654133
-28.03,18,57.661131
-33.8,27,57.669799
-33.65,26,57.679785
-30.8,24,57.687782
-28.25,23,57.710074
-38.6,29,57.720828
-31.6,25,57.729876
-32.6,28,57.739884
-27.78,19,57.746872
-32.0,25,57.765261
-29.3,22,57.773185
-35.35,27,57.782183
-24.1345,19,57.789186
-39.55,29,57.802591
-29.9,22,57.820815
-32.05,27,57.829806
