#{"t_start": 1764081868.5235157, "env_id": "None"}
r,l,t
-42.05,33,57.840808
-36.4,29,57.851852
-32.4,26,57.862951
-31.65,24,57.880508
-35.2,28,57.890521
-32.45,27,57.901298
-38.65,31,57.912626
-31.88,22,57.930187
-34.05,24,57.939257
-37.65,30,57.949973
-30.9,25,57.958988
-32.568,29,57.968807
-36.5,28,57.988499
-30.1,24,57.997494
-31.3,25,58.005548
-37.95,27,58.013533
-30.5,25,58.02426
-27.1,21,58.040247
-32.55,26,58.051344
-31.7,26,58.060286
-37.35,31,58.071585
-35.4,27,58.080617
-35.85,29,58.099644
-40.025,32,58.115219
-33.85,26,58.135452
-33.3,25,58.147451
-33.75,27,58.157475
-37.5,28,58.175495
-33.95,28,58.185494
-32.35,26,58.195517
-30.08,21,58.204531
-31.95,25,58.218118
-28.8,24,58.243339
-34.75,26,58.258927
-33.75,27,58.269213
-32.93,22,58.277495
-33.0,28,58.286499
-33.1,27,58.30653
-29.53,21,58.326078
-33.065,27,58.347095
-31.6,23,58.364076
-32.4,24,58.386228
-32.55,24,58.409084
-36.6,27,58.438721
-34.05,28,58.450759
-21.23,15,58.456777
-37.45,32,58.471462
-27.545,20,58.487463
-24.0635,19,58.498469
-25.765,22,58.509512
-30.7,23,58.51807
-32.4,28,58.529154
-32.1,24,58.547745
-34.7,29,58.57543
-35.6,28,58.590451
-40.7,31,58.602452
-33.45,28,58.611455
-32.45,25,58.634021
-29.66,19,58.64103
-25.675,22,58.649029
-39.05,32,58.660065
-33.95,28,58.670566
-34.7,29,58.701419
-41.55,34,58.713419
-33.33,23,58.721998
-41.6,30,58.732807
-38.95,31,58.75084
-32.9,27,58.761849
-40.85,33,58.773429
-34.4,25,58.783421
-32.95,25,58.793509
-38.35,30,58.813735
-32.35,26,58.825348
-33.0,26,58.834337
-34.4,28,58.844336
-30.75,23,58.853475
-25.395,17,58.868761
-21.71,14,58.873759
-33.2,28,58.883761
-39.25,30,58.893772
-33.93,26,58.904121
-33.8,29,58.922421
-29.65,24,58.931311
-37.3,28,58.941311
-31.7,26,58.951351
-33.6,26,58.960344
-33.6,27,58.983714
-35.15,27,58.992728
-35.3,26,59.001776
-33.08,23,59.010191
-33.6,25,59.018512
-40.35,34,59.040521
-32.615,27,59.050544
-31.25,23,59.058546
-35.45,30,59.069142
-30.7,24,59.078339
-30.93,23,59.09633
-33.75,27,59.106363
-36.8,25,59.114908
-28.9,21,59.123529
-31.8,25,59.132522
-34.4,26,59.15165
-24.725,21,59.159666
-36.35,31,59.169889
-35.75,25,59.177869
-38.5,33,59.189871
-30.1,25,59.207417
-27.7,22,59.216005
-36.55,29,59.226008
-32.8,26,59.237025
-38.25,29,59.248037
-30.55,24,59.266192
-34.4,30,59.277977
-32.95,27,59.287982
-30.35,22,59.295974
-32.55,26,59.306015
-26.88,18,59.322484
-33.9,28,59.332535
-27.4,23,59.341817
-31.4,25,59.35085
-31.7,26,59.359839
-28.5,23,59.376614
-30.7,25,59.385622
-32.43,23,59.394605
-28.5,23,59.402672
-30.45,25,59.411677
-31.465,26,59.431879
-31.38,23,59.439882
-30.35,24,59.45845
-39.9,30,59.470796
-32.2,27,59.480807
-31.55,25,59.49981
-36.05,27,59.509849
-35.0,28,59.519469
-33.1,25,59.529468
-28.95,22,59.537469
-33.3,25,59.557098
-35.25,30,59.569102
-29.75,23,59.577157
-37.15,28,59.588118
-32.75,26,59.597134
-28.68,18,59.612166
-34.15,26,59.623251
-35.7,28,59.63526
-27.1,22,59.645255
-35.4,28,59.658315
-28.73,20,59.667213
-34.25,22,59.688265
-29.9,24,59.708343
-29.75,23,59.720039
-33.6,29,59.730939
-32.25,27,59.740923
-36.85,31,59.76313
-30.8,24,59.771703
-28.75,22,59.780825
-34.05,29,59.791824
-40.75,32,59.811858
-30.3,25,59.820432
-31.35,25,59.833388
-34.05,26,59.843388
-27.3,21,59.857424
-34.7,29,59.893521
-26.95,21,59.913559
-30.0,25,59.92872
-29.15,21,59.936716
-29.46,19,59.943713
-29.25,24,59.95177
-30.7,25,59.969867
-26.7,21,59.979204
-31.565,25,59.994809
-32.65,27,60.01026
-32.9,27,60.020831
-26.8,21,60.037827
-33.55,27,60.051883
-27.38,19,60.05989
-32.95,26,60.068473
-28.75,23,60.07728
-28.38,21,60.085279
-32.5,24,60.112628
-30.33,20,60.120203
-32.45,23,60.129261
-28.1,22,60.13626
-31.35,25,60.144258
-27.6,21,60.151294
-31.6,27,60.171758
-29.25,23,60.179753
-29.45,24,60.187763
-31.25,26,60.195759
-34.4,27,60.204807
-28.0,23,60.223734
-30.6,21,60.230735
-28.5,22,60.239284
-32.75,26,60.249273
-27.45,20,60.256862
-33.05,23,60.273458
-27.16,15,60.280464
-30.1,24,60.288532
-30.35,24,60.297457
-32.85,25,60.306507
-35.8,29,60.31609
-29.6,23,60.333821
-29.35,23,60.341845
-24.7285,20,60.348845
-31.0,24,60.357839
-28.35,22,60.366092
-26.5,21,60.373092
-23.465,21,60.389108
-29.95,23,60.396109
-28.7,23,60.404146
-29.9,24,60.412143
-28.05,23,60.419707
-31.25,26,60.441317
-31.9,24,60.450376
-30.8,24,60.459375
-29.8,21,60.466566
-30.9,23,60.474797
-29.3,23,60.482812
-27.3,21,60.506037
-27.0,20,60.513046
-29.6,23,60.520621
-32.23,23,60.528953
-33.5,26,60.53907
-31.3,23,60.558395
-30.1,24,60.567983
-28.3,22,60.575841
-26.38,18,60.581878
-28.65,23,60.588878
-28.55,22,60.596879
-25.825,22,60.614951
-35.65,30,60.626813
-27.85,22,60.634812
-26.4,21,60.641812
-30.65,23,60.649814
-31.05,25,60.659357
-33.95,23,60.676069
-26.8,22,60.68406
-31.05,24,60.692058
-22.995,17,60.698055
-27.35,21,60.706687
-29.6,22,60.730369
-32.45,22,60.739371
-33.75,25,60.748374
-31.45,22,60.759428
-32.5,25,60.769219
-28.3,20,60.777264
-27.5,22,60.796273
-30.6,24,60.805294
-29.8,25,60.813305
-31.55,25,60.823867
-31.9,24,60.832867
-28.75,22,60.851895
-27.1,21,60.859896
-34.3,22,60.867453
-28.3,23,60.87651
-30.2,25,60.885545
-27.65,22,60.892545
-30.45,21,60.909873
-25.4,21,60.918154
-26.03,16,60.924789
-28.8,22,60.932474
-30.45,25,60.941554
-34.75,26,60.950666
-26.8,20,60.968746
-30.7,24,60.97814
-29.75,23,60.988172
-34.3,26,60.99721
-26.2,21,61.005341
-29.85,22,61.013345
-31.46,21,61.112564
-53.9,41,61.130139
-57.0,47,61.160317
-46.7,41,61.188673
-31.93,22,61.199661
-35.1,30,61.222651
-46.15,35,61.235643
-40.4,33,61.259238
-40.45,25,61.267892
-47.6,43,61.289897
-32.58,24,61.298903
-43.85,38,61.323275
-46.25,41,61.338288
-43.35,32,61.357296
-47.85,43,61.384361
-47.5,42,61.399361
-46.65,38,61.420503
-43.15,35,61.434235
-44.1,38,61.4629
-44.38,39,61.489106
-42.15,36,61.506123
-36.88,28,61.529712
-49.225,44,61.549358
-48.0,33,61.573972
-50.3,44,61.592715
-48.9,40,61.613927
-55.55,47,61.641957
-42.78,34,61.655997
-33.63,25,61.678607
-52.75,47,61.69462
-54.15,46,61.721036
-36.48,32,61.740225
-58.85,46,61.764301
-37.65,32,61.786512
-42.6,36,61.800347
-53.2,39,61.826004
-37.1,31,61.846928
-42.7,35,61.86056
-52.55,43,61.883411
-65.215,59,61.911961
-57.8,48,61.927551
-42.2,35,61.95235
-52.2,43,61.978555
-52.05,46,61.993544
-62.8,59,62.021559
-32.46,25,62.03892
-45.6,37,62.056465
-29.377,23,62.073697
-45.4,31,62.086767
-51.35,44,62.12584
-34.615,25,62.136842
-28.91,18,62.146835
-32.38,25,62.165446
-43.05,28,62.176499
-42.5,37,62.205281
-42.75,33,62.223452
-32.1,26,62.247492
-47.73,37,62.262386
-53.3,38,62.284809
-42.48,32,62.295812
-36.03,26,62.318822
-48.43,39,62.333068
-52.75,44,62.359488
-27.598,19,62.368105
-45.48,37,62.393285
-46.95,41,62.421706
-32.75,23,62.430723
-47.915,37,62.45662
-36.63,27,62.472748
-38.63,27,62.482749
-46.15,36,62.506396
-37.4,27,62.516516
-26.91,16,62.539559
-35.03,23,62.549692
-31.68,20,62.557733
-61.1,48,62.589073
-46.65,39,62.61738
-48.65,38,62.63293
-45.3,36,62.660976
-44.0,33,62.675823
-44.85,40,62.70311
-33.48,30,62.726427
-38.85,31,62.741518
-45.2,34,62.761555
-49.7,47,62.779655
-43.35,37,62.805688
-33.03,23,62.824305
-45.5,40,62.860221
-41.23,32,62.876643
-54.45,47,62.906024
-41.55,34,62.93164
-24.286,15,62.940637
-57.65,42,62.958082
-57.05,47,62.989619
-24.0905,16,62.999624
-46.35,40,63.028025
-35.45,25,63.041025
-54.33,46,63.074414
-43.9,38,63.096191
-38.13,26,63.113582
-54.58,46,63.150554
-40.4,32,63.174285
-45.2,37,63.199286
-44.65,37,63.219395
-35.3785,29,63.235405
-44.23,35,63.265579
-39.2135,33,63.28476
-33.93,27,63.303726
-36.85,31,63.314727
-41.25,36,63.334295
-44.1,38,63.348293
-37.95,32,63.372446
-43.53,35,63.385448
-43.8,37,63.408498
-53.3,43,63.423079
-44.45,33,63.445431
-32.36,21,63.454466
-50.5,45,63.494209
-28.16,17,63.500747
-31.06,21,63.516405
-41.7,32,63.528407
-36.43,27,63.544402
-38.18,30,63.555512
-45.35,39,63.581295
-44.6,36,63.596197
-39.05,29,63.627928
-35.9,30,63.638929
-44.9,40,63.660955
-56.18,47,63.676521
-39.35,33,63.695617
-64.9,55,63.723586
-50.25,41,63.736574
-42.95,37,63.7597
-48.65,38,63.780446
-60.6,54,63.798465
-47.15,39,63.821976
-45.4,36,63.84091
-37.43,29,63.851025
-27.777,21,63.859027
-38.23,29,63.876666
-33.715,29,63.885667
-41.65,36,63.906706
-44.35,36,63.918566
-34.2,29,63.937032
-24.128,12,63.941019
-22.801,14,63.946898
-47.75,37,63.967624
-37.95,30,63.977387
-44.25,39,64.003906
-39.05,20,64.011907
-28.56,17,64.026608
-38.6,34,64.0396
-44.7,35,64.059522
-47.6,38,64.073101
-53.75,44,64.097106
-45.4,39,64.119947
-34.13,23,64.128916
-48.65,40,64.144433
-54.45,45,64.166542
-43.65,34,64.188902
-25.51,17,64.195901
-58.15,46,64.221555
-33.13,27,64.231557
-50.75,45,64.265857
-39.45,23,64.274855
-61.95,49,64.301861
-46.3,33,64.313864
-44.4,35,64.339447
-23.351,15,64.353479
-51.1,39,64.383905
-29.78,24,64.392931
-45.95,38,64.418461
-61.55,54,64.443507
-30.46,20,64.451548
-38.96,26,64.461547
-45.53,38,64.49669
-49.85,40,64.516861
-34.45,25,64.527258
-32.83,22,64.537869
-32.13,21,64.556899
-34.409,27,64.565434
-41.48,31,64.584672
-43.75,37,64.605387
-35.65,30,64.622956
-38.1,32,64.634959
-35.05,30,64.652007
-46.75,39,64.672607
-44.05,30,64.698225
-43.2,29,64.710256
-32.527,25,64.727212
-38.6,34,64.739202
-34.7635,29,64.757247
-37.7,32,64.767935
-47.0,42,64.791925
-39.45,34,64.806144
-45.35,37,64.825641
-46.165,35,64.927099
-37.3075,32,64.947114
-52.6,44,64.971386
-37.08,28,64.982653
-51.75,45,65.007955
-49.15,42,65.022878
-49.2,43,65.046121
-41.35,32,65.056289
-43.0075,39,65.078158
-52.65,44,65.104473
-39.1,31,65.113462
-41.25,36,65.137129
-51.25,37,65.150423
-48.9,44,65.174045
-34.21,23,65.181938
-53.85,37,65.20549
-42.53,33,65.224152
-47.9,42,65.239193
-36.3,31,65.256486
-43.05,34,65.268252
-38.75,31,65.286467
-61.25,46,65.301594
-48.75,40,65.322844
-45.15,37,65.341847
-39.78,29,65.351884
-37.93,30,65.369395
-52.45,45,65.384388
-42.7,33,65.402348
-39.65,35,65.415079
-44.1,38,65.436409
-41.13,30,65.448317
-38.1,32,65.471579
-31.7285,28,65.483922
-50.0,43,65.509264
-47.1,37,65.527742
-40.35,34,65.538996
-36.4345,31,65.556406
-47.15,34,65.567326
-50.05,45,65.589033
-32.98,23,65.597022
-34.75,27,65.614749
-43.75,36,65.626735
-44.5,39,65.651559
-33.95,28,65.661547
-41.6,35,65.680842
-40.95,34,65.692804
-41.3,32,65.711192
-35.65,30,65.721062
-29.66,18,65.734292
-48.25,41,65.748107
-34.6,30,65.763577
-54.5,47,65.781444
-33.03,24,65.796156
-41.65,33,65.808209
-33.695,26,65.825125
-50.55,44,65.840406
-40.9,35,65.859434
-39.215,32,65.871938
-41.75,33,65.894777
-38.65,34,65.906834
-43.2075,41,65.927409
-41.065,35,65.953446
-20.5615,11,65.958367
-37.35,29,65.969074
-32.63,24,65.986717
-29.83,20,65.994303
-43.25,34,66.005402
-61.0,55,66.0318
-30.8,22,66.046788
-27.71,18,66.053817
-49.6,41,66.073905
-48.75,42,66.08791
-39.3,34,66.10756
-44.5,38,66.120926
-46.95,38,66.142936
-48.95,38,66.163932
-52.45,43,66.183006
-50.85,42,66.20718
-46.08,34,66.318082
-39.08,29,66.34233
-45.4,36,66.354357
-35.33,27,66.375152
-44.2,37,66.388155
-31.36,20,66.402197
-35.05,31,66.412192
-36.33,30,66.430796
-43.65,39,66.444786
-50.15,40,66.473222
-42.3,34,66.485688
-37.45,29,66.504054
-40.6,34,66.515082
-40.25,35,66.535333
-29.63,21,66.542742
-40.4,34,66.562882
-51.45,46,66.586548
-42.2,34,66.598547
-38.05,32,66.618236
-48.75,38,66.631281
-35.35,29,66.647613
-39.8,33,66.664653
-44.9,39,66.685295
-37.95,30,66.695288
-47.7,37,66.719304
-43.85,35,66.731294
-46.715,41,66.751482
-38.65,34,66.771947
-37.35,31,66.783186
-49.75,41,66.804277
-46.55,40,66.817709
-42.8,32,66.835367
-24.71,14,66.840491
-44.65,37,66.861519
-43.55,30,66.872458
-41.35,30,66.891459
-34.25,25,66.900579
-38.65,29,66.909581
-34.13,26,66.927242
-35.13,25,66.935195
-28.73,21,66.949517
-42.2,32,66.960557
-36.5,29,66.970444
-51.0,43,66.994569
-40.15,32,67.013119
-33.13,25,67.021622
-37.0,28,67.032081
-42.3,36,67.053118
-47.08,38,67.075089
-38.35,27,67.085053
-27.83,19,67.092665
-38.5,33,67.11171
-57.0,49,67.138216
-44.25,34,67.150321
-38.6,32,67.170294
-32.3,25,67.179265
-48.25,41,67.201837
-42.85,34,67.213839
-47.3,40,67.241055
-27.06,17,67.247062
-45.95,39,67.267457
-37.3,30,67.278527
-32.53,23,67.293535
-53.4,42,67.309516
-38.725,33,67.330187
-42.8,38,67.343189
-30.868,26,67.358808
-49.3,41,67.375502
-34.8,28,67.397804
-40.55,30,67.414554
-33.68,23,67.436228
-45.15,37,67.452352
-46.3,39,67.482356
-39.33,31,67.494493
-49.0,39,67.522584
-35.5,30,67.534883
-35.93,24,67.551977
-36.38,28,67.649906
-37.45,30,67.694993
-40.63,34,67.708037
-39.83,30,67.726545
-39.03,30,67.746249
-45.85,41,67.777189
-47.8,39,67.792192
-37.95,27,67.815823
-33.85,29,67.826785
-46.65,32,67.844787
-44.0,34,67.857208
-42.85,34,67.878467
-40.65,31,67.888392
-33.2,28,67.906426
-26.46,18,67.913438
-33.18,23,67.922025
-47.0,38,67.943778
-30.25,25,67.952805
-39.3,29,67.971537
-37.25,32,67.983163
-32.2,25,68.001715
-38.85,32,68.012647
-38.85,31,68.033244
-39.15,32,68.045243
-38.25,29,68.063399
-24.51,17,68.071362
-39.4,31,68.081351
-44.3,35,68.101117
-36.0,31,68.113044
-32.48,23,68.12795
-35.75,20,68.134955
-38.95,32,68.157731
-38.05,31,68.168419
-40.65,36,68.195117
-40.25,33,68.210529
-33.5,28,68.228134
-38.55,29,68.239125
-45.3,36,68.261749
-29.43,20,68.270018
-36.8,30,68.280068
-37.58,29,68.301657
-38.75,31,68.313632
-37.615,32,68.338527
-46.05,36,68.363582
-35.65,27,68.397809
-36.8,30,68.413423
-37.8,31,68.432515
-36.35,30,68.443523
-36.05,31,68.467278
-31.6,25,68.476192
-26.865,22,68.483748
-35.08,27,68.49981
-34.8,25,68.51079
-32.7,25,68.530991
-41.05,27,68.540969
-37.6,29,68.56201
-37.75,27,68.574767
-33.9,28,68.583787
-37.6,29,68.601562
-35.53,27,68.611559
-32.55,25,68.641391
-38.8,31,68.65441
-32.7,27,68.674187
-22.395,16,68.680983
-32.48,27,68.690995
-49.95,42,68.717623
-34.6,26,68.72733
-35.75,25,68.746321
-37.35,27,68.764892
-45.4,34,68.799992
-31.93,24,68.821545
-39.5,33,68.844688
-35.15,25,68.853719
-26.9785,22,68.861717
-34.25,25,68.877604
-32.5,26,68.889606
-47.0,38,68.91395
-27.18,19,68.922526
-25.6,20,68.93053
-32.83,25,68.961186
-34.8,27,68.980613
-35.5,30,69.002706
-38.2,31,69.02232
-31.05,26,69.047832
-32.6,26,69.07809
-29.4,24,69.08809
-38.3,27,69.107121
-33.7,25,69.116812
-37.9,30,69.126815
-30.3,25,69.148816
-31.05,24,69.156848
-26.074,20,69.174274
-28.35,22,69.183278
-33.85,29,69.193311
-34.25,27,69.211907
-30.15,21,69.223864
-31.4,25,69.242094
-33.85,26,69.252079
-32.5,24,69.262642
-35.8,29,69.285234
-33.5,27,69.307283
-24.31,12,69.317104
-28.0,21,69.338153
-27.38,19,69.345144
-33.75,27,69.357179
-29.15,23,69.388928
-33.38,25,69.400969
-35.05,26,69.419529
-30.95,21,69.427531
-25.1785,21,69.434534
-29.0,22,69.456752
-28.65,23,69.465741
-37.05,27,69.47586
-30.78,25,69.495057
-27.565,22,69.503314
-34.55,28,69.522479
-34.55,28,69.533159
-35.45,26,69.541935
-28.803,23,69.562009
-28.25,21,69.570267
-30.3,24,69.578393
-27.65,22,69.594929
-27.93,20,69.603898
-27.75,22,69.612902
-35.65,25,69.634758
-29.7,24,69.642749
-20.3785,16,69.648741
-30.25,25,69.66486
-29.5,24,69.674244
-28.45,23,69.690327
-31.0,26,69.699316
-29.35,23,69.708673
-30.5,24,69.729446
-36.8,32,69.742424
-28.2,23,69.758456
-27.25,22,69.766791
-31.85,24,69.776019
-30.15,22,69.79381
-27.1,21,69.801922
-27.8,23,69.808914
-33.75,27,69.830572
-31.7,26,69.840488
-29.4,23,69.848485
-32.0,21,69.864625
-32.0,25,69.873952
-32.2,23,69.893122
-29.25,20,69.901165
-29.25,24,69.909143
-25.48,17,69.925984
-27.7,22,69.934246
-29.6,21,69.942221
-29.95,22,69.959679
-30.13,22,69.967394
-24.85,20,69.976598
-26.8,20,69.994661
-27.9,22,70.002681
-30.2,25,70.011692
-30.6,23,70.029711
-28.2,21,70.038153
-30.25,23,70.047196
-27.85,22,70.071077
-28.7,23,70.080163
-26.315,20,70.087085
-25.4,20,70.103289
-28.5,22,70.111292
-25.7,20,70.119047
-26.6,20,70.13498
-29.5,24,70.143996
-27.65,22,70.152305
-27.8,23,70.168207
-29.5,21,70.176357
-28.05,21,70.183344
-27.75,21,70.199389
-27.85,21,70.207507
-25.7,20,70.215159
-25.05,20,70.231646
-27.45,22,70.239647
-26.65,21,70.247675
-28.65,21,70.263305
-28.75,22,70.272932
-29.8,23,70.281023
-28.2,21,70.298157
-28.2,21,70.306378
-28.75,20,70.313375
-25.9,20,70.33113
-25.05,20,70.339128
-26.05,21,70.348037
-29.65,21,70.36386
-26.9,21,70.372511
-30.65,22,70.380603
-27.85,22,70.398748
-26.75,20,70.406943
-25.5,20,70.41459
-27.65,22,70.436959
-26.5,20,70.451985
-24.85,20,70.46299
-25.85,20,70.472518
-26.5,20,70.489125
-25.4,21,70.497127
-25.45,20,70.505167
-25.65,20,70.525083
-27.9,22,70.535408
-26.75,20,70.546389
-26.25,21,70.577606
-27.1,21,70.595394
-30.45,21,70.610447
-26.4,21,70.631452
-25.65,20,70.651488
-28.0,21,70.664495
-27.45,22,70.680919
-27.1,21,70.693311
-28.5,22,70.704382
-28.15,20,70.721069
-25.45,20,70.728108
-28.25,23,70.737112
-27.8,21,70.759078
-27.8,21,70.772532
-26.4,21,70.782522
-27.45,20,70.800894
-26.05,21,70.812396
-27.05,22,70.821971
-27.6,20,70.840125
-26.7,21,70.849128
-29.2,22,70.864708
-24.6,20,70.896284
-25.65,20,70.91386
-25.6,21,70.925991
-26.25,21,70.945424
-27.15,21,70.953462
-27.38,17,70.960452
-26.3,21,70.97627
-27.1,21,70.985276
-27.25,22,70.993665
-28.7,21,71.008715
-25.85,20,71.016634
-26.7,19,71.024145
-27.95,21,71.032145
-29.75,23,71.048558
-30.15,24,71.05768
-25.85,20,71.066287
-30.45,23,71.08166
-26.8,20,71.089657
-29.15,21,71.097659
-27.35,21,71.114804
-26.75,20,71.121939
-25.65,20,71.132348
-26.65,21,71.148229
-30.4,21,71.156342
-28.25,23,71.165975
-28.7,23,71.183694
-27.45,22,71.191162
-29.95,21,71.199285
-28.85,23,71.214105
-32.75,22,71.22196
-26.25,21,71.237459
-25.45,20,71.245706
-26.95,21,71.253993
-29.2,24,71.270479
-26.55,20,71.277484
-31.65,24,71.286485
-28.4,23,71.301905
-29.95,21,71.309896
-24.8,20,71.31766
-24.65,20,71.332235
-25.3,20,71.340234
-26.9,21,71.34771
-28.0,21,71.362532
-25.0,20,71.370136
-24.8,20,71.377229
-25.7,20,71.38422
-26.25,21,71.400622
-28.7,23,71.408678
-26.2,21,71.417097
-26.95,20,71.430528
-30.05,22,71.439044
-26.95,20,71.446105
-28.2,21,71.461661
-26.75,20,71.470055
-26.05,21,71.478281
-29.25,22,71.493297
-28.75,22,71.501319
-27.35,21,71.509319
-26.3,21,71.524532
-26.45,21,71.532505
-30.2,23,71.539499
-27.85,22,71.555685
-26.95,21,71.563052
-28.15,22,71.571664
-27.05,20,71.586034
-25.1,20,71.593054
-27.35,21,71.600718
-26.85,22,71.615927
-27.8,22,71.623735
-25.4,20,71.629783
-25.85,21,71.643361
-28.3,23,71.653067
-25.65,20,71.660067
-25.9,20,71.673461
-28.5,23,71.681248
-26.35,20,71.688251
-29.05,22,71.703133
-28.55,22,71.711136
-24.6,20,71.71771
-26.1,20,71.731745
-25.05,20,71.739769
-25.95,20,71.746745
-24.85,20,71.765153
-24.8,20,71.771213
-29.2,23,71.779192
-26.75,20,71.795878
-25.65,20,71.803817
-28.95,23,71.811825
-28.65,23,71.830837
-28.2,22,71.838831
-27.15,21,71.846832
-25.0,20,71.861873
-26.3,20,71.868472
-27.6,20,71.875483
-26.75,20,71.89397
-28.4,21,71.902084
-25.0,20,71.909086
-25.85,21,71.925004
-27.3,21,71.932009
-27.0,20,71.939012
-26.8,21,71.955009
-26.6,20,71.962994
-27.45,20,71.969716
-27.95,21,71.977761
-27.0,20,71.991125
-27.25,22,71.999122
-28.5,20,72.006908
-27.65,22,72.022974
-25.7,20,72.029979
-26.95,20,72.036883
-27.8,21,72.056104
-26.2,20,72.063203
-25.75,20,72.070982
-27.75,21,72.096811
-26.6,20,72.104946
-27.5,20,72.112842
-24.8,20,72.127701
-25.7,20,72.135698
-26.15,20,72.143605
-26.2,21,72.15985
-27.1,21,72.1676
-24.4,20,72.173804
-27.8,21,72.188725
-25.45,20,72.19572
-25.4,20,72.202764
-26.5,20,72.20876
-48.55,41,72.336429
-47.33,37,72.365482
-50.08,40,72.380417
-42.75,33,72.40277
-38.05,29,72.413302
-51.7,44,72.439194
-37.9,32,72.451225
-42.13,34,72.471555
-18.9735,7,72.473555
-34.3,29,72.492013
-47.28,37,72.505133
-46.1,40,72.528724
-36.53,29,72.539727
-53.1,47,72.571759
-43.48,34,72.591837
-45.1,26,72.602125
-41.48,28,72.612035
-42.0,38,72.636473
-38.55,32,72.646489
-39.0,28,72.670319
-29.56,19,72.679795
-44.4,35,72.702767
-36.43,27,72.713747
-39.38,31,72.731611
-35.4,30,72.742618
-41.3,35,72.762639
-31.29,27,72.771571
-51.15,45,72.79881
-34.36,23,72.80693
-43.83,34,72.826895
-31.46,21,72.834892
-48.05,38,72.855637
-38.25,31,72.866352
-44.6,35,72.887842
-39.05,31,72.898979
-32.3,27,72.917711
-34.66,24,72.926672
-39.0,34,72.938774
-44.2,39,72.963781
-40.0,33,72.986212
-32.65,27,72.995937
-33.55,27,73.005151
-39.75,31,73.026188
-30.53,25,73.035948
-45.9,39,73.056646
-37.8,33,73.068367
-37.7,32,73.087001
-34.93,23,73.096862
-44.9,39,73.120178
-37.2,29,73.129394
-35.95,28,73.153746
-45.7,38,73.166254
-45.08,37,73.188037
-43.8,35,73.199033
-38.95,33,73.222412
-42.2,35,73.243579
-36.825,31,73.255542
-39.2075,37,73.275694
-46.05,37,73.289196
-39.5,34,73.316434
-43.45,38,73.331293
-39.08,30,73.356414
-43.85,39,73.371188
-34.05,29,73.390198
-40.73,33,73.402307
-40.75,34,73.43004
-41.35,33,73.44196
-44.85,39,73.467272
-48.95,42,73.492738
-42.45,37,73.507762
-45.4,39,73.532405
-29.03,21,73.540449
-38.4,31,73.567041
-24.01,15,73.57304
-39.25,34,73.584058
-46.2,39,73.61213
-42.2,37,73.640358
-35.45,30,73.652837
-36.45,31,73.674423
-37.75,32,73.685427
-39.5,31,73.704459
-38.65,29,73.714992
-33.9,28,73.725936
-38.0,33,73.762438
-34.4,27,73.779947
-40.15,34,73.810276
-42.4,34,73.827658
-37.3,29,73.849536
-39.0,34,73.874362
-37.35,30,73.896727
-36.2,31,73.907763
-36.25,27,73.925376
-33.46,23,73.934348
-48.9,36,73.956391
-45.4,40,73.969979
-37.85,33,73.995933
-35.58,27,74.004959
-41.65,36,74.025541
-45.0,40,74.040543
-44.7,39,74.062577
-41.38,36,74.08753
-39.15,31,74.099614
-44.0,34,74.122077
-41.05,34,74.136053
-37.33,27,74.159381
-39.45,30,74.170104
-36.6,32,74.193115
-40.53,31,74.207143
-39.015,30,74.230521
-28.11,17,74.238514
-50.45,45,74.263124
-39.23,30,74.275691
-44.65,37,74.294914
-37.38,29,74.305717
-37.35,27,74.315257
-51.75,44,74.337477
-43.25,38,74.365063
-43.7,37,74.38163
-53.55,50,74.415171
-40.7,35,74.440213
-26.78,19,74.449202
-37.35,31,74.465796
-37.85,31,74.489803
-45.4,40,74.509422
-46.55,36,74.522764
-46.35,39,74.544772
-32.73,22,74.552814
-43.4,35,74.571962
-45.35,37,74.58479
-42.0,35,74.603659
-46.05,40,74.617682
-37.65,32,74.639513
-32.9285,28,74.649508
-45.8,39,74.673053
-36.45,31,74.683051
-42.15,35,74.704088
-31.718,27,74.714614
-37.65,32,74.741073
-36.125,29,74.753096
-43.7,38,74.777256
-37.93,31,74.7881
-45.15,38,74.81105
-45.55,39,74.837633
-42.25,35,74.850696
-42.6,35,74.870633
-39.75,33,74.88286
-47.415,42,74.905954
-45.0,40,74.920468
-46.4,42,74.942742
-34.98,26,74.961792
-52.65,48,74.982625
-37.4,32,75.003543
-47.3,39,75.034112
-51.4,44,75.068445
-45.4,41,75.091798
-48.4,41,75.108816
-33.8,29,75.127444
-44.9,39,75.14136
-44.35,37,75.163774
-36.73,29,75.174862
-35.05,30,75.192848
-34.115,27,75.205169
-38.1,32,75.229365
-43.05,26,75.238365
-39.7,27,75.260395
-41.5,36,75.272544
-34.05,29,75.293453
-35.1,29,75.311512
-36.0,29,75.331791
-43.8,39,75.348145
-36.45,31,75.366747
-37.45,30,75.377743
-47.85,41,75.401016
-30.8135,24,75.40904
-40.95,35,75.431679
-34.83,26,75.440689
-33.45,28,75.460098
-40.23,31,75.472708
-35.53,24,75.480817
-43.25,34,75.503818
-45.55,39,75.525451
-44.65,36,75.538449
-32.865,30,75.557565
-43.85,38,75.572021
-28.85,24,75.588867
-34.45,29,75.598873
-40.9,30,75.61165
-41.05,36,75.632365
-32.5075,29,75.643666
-48.95,40,75.665463
-36.5,30,75.683793
-35.25,30,75.694788
-34.25,29,75.7049
